page_number,line_number,event_number,event_name,athlete_name,age_at_event,birth_year_estimated,club_name,rank_position,seed_time_text,seed_time_ms,result_time_text,result_time_ms,status,raw_line
1,22,1,women 30-34 400 LC Meter freestyle,"Castro, Valentina",34,1992,Condrictios Team,8,"7:40,00",460000,"8:07,23",487230,valid,"8 Castro, Valentina 34 Condrictios Team 7:40,00 8:07,23"
1,23,1,women 30-34 400 LC Meter freestyle,"Largi, Stephanie",34,1992,Orinoco Swim Team,9,"7:00,00",420000,"8:12,44",492440,valid,"9 Largi, Stephanie 34 Orinoco Swim Team 7:00,00 8:12,44"
1,24,1,women 30-34 400 LC Meter freestyle,"Zhang, Jinyi",30,1996,Aguila Natacion,10,"10:00,00",600000,"8:16,91",496910,valid,"10 Zhang, Jinyi 30 Aguila Natacion 10:00,00 8:16,91"
1,26,1,women 35-39 400 LC Meter freestyle,"Trewhela, Carolina",38,1988,Squadra Proswim,1,"5:20,00",320000,"5:19,25",319250,valid,"1 Trewhela, Carolina 38 Squadra Proswim 5:20,00 5:19,25"
1,27,1,women 35-39 400 LC Meter freestyle,"Vacher, Francisca",35,1991,Golden,2,"6:00,00",360000,"5:46,98",346980,valid,"2 Vacher, Francisca 35 Golden 6:00,00 5:46,98"
1,28,1,women 35-39 400 LC Meter freestyle,"Revilla, Elvismar",35,1991,Lozada Swim Team,3,"5:15,40",315400,"5:47,99",347990,valid,"3 Revilla, Elvismar 35 Lozada Swim Team 5:15,40 5:47,99"
1,29,1,women 35-39 400 LC Meter freestyle,"Miralles, Gabriela",35,1991,Squadra Proswim,4,"5:50,00",350000,"5:49,41",349410,valid,"4 Miralles, Gabriela 35 Squadra Proswim 5:50,00 5:49,41"
1,30,1,women 35-39 400 LC Meter freestyle,"Munñoz, Camila",39,1987,H2o,5,"6:12,00",372000,"5:51,49",351490,valid,"5 Munñoz, Camila 39 H2o 6:12,00 5:51,49"
1,31,1,women 35-39 400 LC Meter freestyle,"Ostos, Yamaly",37,1989,Aguila Natacion,6,"6:50,00",410000,"6:25,06",385060,valid,"6 Ostos, Yamaly 37 Aguila Natacion 6:50,00 6:25,06"
1,32,1,women 35-39 400 LC Meter freestyle,"Raposo, Leslie",39,1987,Santiago Deportes,7,"6:30,00",390000,"6:52,43",412430,valid,"7 Raposo, Leslie 39 Santiago Deportes 6:30,00 6:52,43"
1,33,1,women 35-39 400 LC Meter freestyle,"Aguilon, Anila",39,1987,H2o,8,"7:53,00",473000,"7:41,98",461980,valid,"8 Aguilon, Anila 39 H2o 7:53,00 7:41,98"
1,34,1,women 35-39 400 LC Meter freestyle,"Laplechade, Catalina",35,1991,Condrictios Team,9,"8:40,00",520000,"8:07,44",487440,valid,"9 Laplechade, Catalina 35 Condrictios Team 8:40,00 8:07,44"
1,36,1,women 40-44 400 LC Meter freestyle,"Salazar, Diana",41,1985,Goura Swim Team,1,"6:18,00",378000,"6:20,32",380320,valid,"1 Salazar, Diana 41 Goura Swim Team 6:18,00 6:20,32"
1,37,1,women 40-44 400 LC Meter freestyle,"Turcotte, Isabelle",41,1985,Delfines de las Condes,2,"6:30,00",390000,"6:34,39",394390,valid,"2 Turcotte, Isabelle 41 Delfines de las Condes 6:30,00 6:34,39"
1,38,1,women 40-44 400 LC Meter freestyle,"Penña, Daniela",40,1986,Orinoco Swim Team,3,"7:00,00",420000,"6:42,52",402520,valid,"3 Penña, Daniela 40 Orinoco Swim Team 7:00,00 6:42,52"
1,39,1,women 40-44 400 LC Meter freestyle,"Sepulveda, Pilar",43,1983,Lo Que Boto La Ola,4,"7:00,00",420000,"6:55,51",415510,valid,"4 Sepulveda, Pilar 43 Lo Que Boto La Ola 7:00,00 6:55,51"
1,40,1,women 40-44 400 LC Meter freestyle,"Mindiola, Magdiri",43,1983,Nunoa Master,5,"6:50,00",410000,"6:56,47",416470,valid,"5 Mindiola, Magdiri 43 Nunoa Master 6:50,00 6:56,47"
1,41,1,women 40-44 400 LC Meter freestyle,"Boobier, Ginette",42,1984,Delfines de las Condes,6,"6:52,00",412000,"7:24,89",444890,valid,"6 Boobier, Ginette 42 Delfines de las Condes 6:52,00 7:24,89"
1,42,1,women 40-44 400 LC Meter freestyle,"Portus, Monica",42,1984,Squadra Proswim,7,"7:30,00",450000,"7:41,55",461550,valid,"7 Portus, Monica 42 Squadra Proswim 7:30,00 7:41,55"
1,43,1,women 40-44 400 LC Meter freestyle,"Soto, Magdalena",41,1985,Squadra Proswim,8,"7:50,00",470000,"8:56,31",536310,valid,"8 Soto, Magdalena 41 Squadra Proswim 7:50,00 8:56,31"
1,45,1,women 45-49 400 LC Meter freestyle,"Betancur, Roselin",45,1981,H2o,1,"5:18,00",318000,"5:30,93",330930,valid,"1 Betancur, Roselin 45 H2o 5:18,00 5:30,93"
1,46,1,women 45-49 400 LC Meter freestyle,"Flores, Gloria",45,1981,Lo Que Boto La Ola,2,"6:15,00",375000,"6:04,00",364000,valid,"2 Flores, Gloria 45 Lo Que Boto La Ola 6:15,00 6:04,00"
1,47,1,women 45-49 400 LC Meter freestyle,"Meneses, Maria Jose",46,1980,Squadra Proswim,3,"6:50,00",410000,"6:48,04",408040,valid,"3 Meneses, Maria Jose 46 Squadra Proswim 6:50,00 6:48,04"
1,48,1,women 45-49 400 LC Meter freestyle,"Sepulveda, Cecilia",46,1980,Estadio Istaerlita,4,"7:13,00",433000,"7:12,39",432390,valid,"4 Sepulveda, Cecilia 46 Estadio Istaerlita 7:13,00 7:12,39"
1,49,1,women 45-49 400 LC Meter freestyle,"Correa, Marianne",49,1977,Stadio Italiano,5,"7:45,00",465000,"7:24,20",444200,valid,"5 Correa, Marianne 49 Stadio Italiano 7:45,00 7:24,20"
1,50,1,women 45-49 400 LC Meter freestyle,"Nunñez, Amparo",48,1978,Youtopia,6,"7:45,00",465000,"7:44,00",464000,valid,"6 Nunñez, Amparo 48 Youtopia 7:45,00 7:44,00"
1,51,1,women 45-49 400 LC Meter freestyle,"Mellado, Constanza",47,1979,Squadra Proswim,7,"7:50,00",470000,"8:04,39",484390,valid,"7 Mellado, Constanza 47 Squadra Proswim 7:50,00 8:04,39"
1,52,1,women 45-49 400 LC Meter freestyle,"Gonzalez, Alejandra",45,1981,Ironswim Master,8,"8:00,00",480000,"8:13,94",493940,valid,"8 Gonzalez, Alejandra 45 Ironswim Master 8:00,00 8:13,94"
1,53,1,women 45-49 400 LC Meter freestyle,"Neiva, Moema",48,1978,Delfines de las Condes,9,"7:30,00",450000,"8:19,03",499030,valid,"9 Neiva, Moema 48 Delfines de las Condes 7:30,00 8:19,03"
1,54,1,women 45-49 400 LC Meter freestyle,"Rivas, Carolina",49,1977,Delfines de las Condes,10,"9:30,00",570000,"9:22,08",562080,valid,"10 Rivas, Carolina 49 Delfines de las Condes 9:30,00 9:22,08"
2,5,1,women 50-54 400 LC Meter freestyle,"Neira, Veronica",51,1975,Master U de Chile,1,"8:35,00",515000,"7:25,78",445780,valid,"1 Neira, Veronica 51 Master U de Chile 8:35,00 7:25,78"
2,6,1,women 50-54 400 LC Meter freestyle,"Lucena, Marggi",50,1976,Nunoa Master,2,"7:24,80",444800,"7:31,65",451650,valid,"2 Lucena, Marggi 50 Nunoa Master 7:24,80 7:31,65"
2,7,1,women 50-54 400 LC Meter freestyle,"Jara, Carolina",52,1974,Natacion Buin,3,"9:15,00",555000,"8:04,03",484030,valid,"3 Jara, Carolina 52 Natacion Buin 9:15,00 8:04,03"
2,8,1,women 50-54 400 LC Meter freestyle,"Gonzalez, Elena",52,1974,Nunoa Master,4,"8:00,00",480000,"8:17,02",497020,valid,"4 Gonzalez, Elena 52 Nunoa Master 8:00,00 8:17,02"
2,9,1,women 50-54 400 LC Meter freestyle,"Martinez, Natalia",52,1974,Stadio Italiano,5,"7:45,00",465000,"8:43,45",523450,valid,"5 Martinez, Natalia 52 Stadio Italiano 7:45,00 8:43,45"
2,11,1,women 55-59 400 LC Meter freestyle,"Espinoza, Roxana",59,1967,Lo Que Boto La Ola,1,"7:30,00",450000,"6:47,30",407300,valid,"1 Espinoza, Roxana 59 Lo Que Boto La Ola 7:30,00 6:47,30"
2,12,1,women 55-59 400 LC Meter freestyle,"Campazzo, Claudia",55,1971,Stadio Italiano,2,"6:45,00",405000,"6:52,15",412150,valid,"2 Campazzo, Claudia 55 Stadio Italiano 6:45,00 6:52,15"
2,13,1,women 55-59 400 LC Meter freestyle,"Pino, Marcela",55,1971,Santiago Deportes,3,"7:10,00",430000,"7:15,00",435000,valid,"3 Pino, Marcela 55 Santiago Deportes 7:10,00 7:15,00"
2,14,1,women 55-59 400 LC Meter freestyle,"Olivari, Patricia",58,1968,Youtopia,4,"9:40,00",580000,"8:06,08",486080,valid,"4 Olivari, Patricia 58 Youtopia 9:40,00 8:06,08"
2,15,1,women 55-59 400 LC Meter freestyle,"Levys, Patricia",57,1969,Estadio Istaerlita,5,"9:05,00",545000,"9:00,30",540300,valid,"5 Levys, Patricia 57 Estadio Istaerlita 9:05,00 9:00,30"
2,16,1,women 55-59 400 LC Meter freestyle,"Aros, Paola",55,1971,Master Providencia,6,"9:20,00",560000,"9:12,82",552820,valid,"6 Aros, Paola 55 Master Providencia 9:20,00 9:12,82"
2,17,1,women 55-59 400 LC Meter freestyle,"Perez, Paulina",56,1970,Natacion Master Recoleta,7,"9:10,00",550000,"9:17,30",557300,valid,"7 Perez, Paulina 56 Natacion Master Recoleta 9:10,00 9:17,30"
2,19,1,women 60-64 400 LC Meter freestyle,"Ormazabal, Claudia",62,1964,Delfines de las Condes,1,"8:30,00",510000,"8:59,01",539010,valid,"1 Ormazabal, Claudia 62 Delfines de las Condes 8:30,00 8:59,01"
2,20,1,women 60-64 400 LC Meter freestyle,"Canñete, Soledad",63,1963,Natacion Master Recoleta,2,"10:19,00",619000,"9:34,16",574160,valid,"2 Canñete, Soledad 63 Natacion Master Recoleta 10:19,00 9:34,16"
2,21,1,women 60-64 400 LC Meter freestyle,"Castillo, Maylett",61,1965,Lozada Swim Team,3,"10:57,90",657900,"11:35,68",695680,valid,"3 Castillo, Maylett 61 Lozada Swim Team 10:57,90 11:35,68"
2,23,1,women 65-69 400 LC Meter freestyle,"Chamberlain, Mary Ann",66,1960,Stadio Italiano,1,"7:05,00",425000,"7:02,91",422910,valid,"1 Chamberlain, Mary Ann 66 Stadio Italiano 7:05,00 7:02,91"
2,24,1,women 65-69 400 LC Meter freestyle,"Munñoz, Ilse",67,1959,Aquateam,2,"7:45,00",465000,"7:53,32",473320,valid,"2 Munñoz, Ilse 67 Aquateam 7:45,00 7:53,32"
2,25,1,women 65-69 400 LC Meter freestyle,"Alarcon, Silvia",68,1958,Natacion Master Recoleta,3,"10:12,00",612000,"9:51,25",591250,valid,"3 Alarcon, Silvia 68 Natacion Master Recoleta 10:12,00 9:51,25"
2,26,1,women 65-69 400 LC Meter freestyle,"Quezada, Cristina",66,1960,Aquamaster Chillan,4,"9:22,00",562000,"10:09,09",609090,valid,"4 Quezada, Cristina 66 Aquamaster Chillan 9:22,00 10:09,09"
2,28,1,women 70-74 400 LC Meter freestyle,"Bonta, Maureen",72,1954,Stadio Italiano,1,"7:20,00",440000,"7:22,10",442100,valid,"1 Bonta, Maureen 72 Stadio Italiano 7:20,00 7:22,10"
2,29,1,women 70-74 400 LC Meter freestyle,"Adaros, Gladys",72,1954,Delfines de las Condes,2,"10:05,00",605000,"10:36,84",636840,valid,"2 Adaros, Gladys 72 Delfines de las Condes 10:05,00 10:36,84"
2,30,1,women 70-74 400 LC Meter freestyle,"Lastra, Carmen",70,1956,Ironswim Master,,"10:00,00",600000,DQ,,dsq,"--- Lastra, Carmen 70 Ironswim Master 10:00,00 DQ"
2,32,1,women 75-79 400 LC Meter freestyle,"Fernandez, Gladys",78,1948,Master San Bernardo,1,"10:00,00",600000,"9:44,44",584440,valid,"1 Fernandez, Gladys 78 Master San Bernardo 10:00,00 9:44,44"
2,34,1,men 20-24 400 LC Meter freestyle,"Henriquez, Cristian",23,2003,Ironswim Master,1,"5:30,00",330000,"5:36,99",336990,valid,"1 Henriquez, Cristian 23 Ironswim Master 5:30,00 5:36,99"
2,36,1,men 25-29 400 LC Meter freestyle,"Pinto, Matias",29,1997,Stadio Italiano,1,"4:05,00",245000,"4:30,24",270240,valid,"1 Pinto, Matias 29 Stadio Italiano 4:05,00 4:30,24"
2,37,1,men 25-29 400 LC Meter freestyle,"Barros, Sergio",28,1998,Estadio Espanñol,2,"5:20,00",320000,"5:02,00",302000,valid,"2 Barros, Sergio 28 Estadio Espanñol 5:20,00 5:02,00"
2,38,1,men 25-29 400 LC Meter freestyle,"Machado, Vicente",29,1997,Goura Swim Team,3,"5:00,00",300000,"5:07,94",307940,valid,"3 Machado, Vicente 29 Goura Swim Team 5:00,00 5:07,94"
2,39,1,men 25-29 400 LC Meter freestyle,"Fuentes, Marcelo",27,1999,Goura Swim Team,4,"4:53,00",293000,"5:15,82",315820,valid,"4 Fuentes, Marcelo 27 Goura Swim Team 4:53,00 5:15,82"
2,40,1,men 25-29 400 LC Meter freestyle,"Zamora, Icaro",28,1998,Goura Swim Team,5,"5:20,00",320000,"5:22,23",322230,valid,"5 Zamora, Icaro 28 Goura Swim Team 5:20,00 5:22,23"
2,41,1,men 25-29 400 LC Meter freestyle,"Abarca, Pablo",27,1999,Goura Swim Team,6,"6:08,00",368000,"6:07,22",367220,valid,"6 Abarca, Pablo 27 Goura Swim Team 6:08,00 6:07,22"
2,42,1,men 25-29 400 LC Meter freestyle,"Salvo, Jorge",28,1998,Aguila Natacion,7,"8:00,00",480000,"6:32,43",392430,valid,"7 Salvo, Jorge 28 Aguila Natacion 8:00,00 6:32,43"
2,43,1,men 25-29 400 LC Meter freestyle,"Monsalve, Nicolas",27,1999,Natacion Master Recoleta,8,"7:03,00",423000,"6:54,70",414700,valid,"8 Monsalve, Nicolas 27 Natacion Master Recoleta 7:03,00 6:54,70"
2,44,1,men 25-29 400 LC Meter freestyle,"Walter, Raul",26,2000,Cien por Ciento Swim,9,"8:00,00",480000,"8:12,00",492000,valid,"9 Walter, Raul 26 Cien por Ciento Swim 8:00,00 8:12,00"
2,45,1,men 25-29 400 LC Meter freestyle,"Gonzalez, Jose",29,1997,Master U de Chile,10,"7:50,00",470000,"8:54,45",534450,valid,"10 Gonzalez, Jose 29 Master U de Chile 7:50,00 8:54,45"
2,46,1,men 25-29 400 LC Meter freestyle,"Bulnes, Martin",27,1999,Golden,,"7:30,00",450000,DQ,,dsq,"--- Bulnes, Martin 27 Golden 7:30,00 DQ"
2,48,1,men 30-34 400 LC Meter freestyle,"Torres, Sergio",32,1994,Lozada Swim Team,1,"4:50,00",290000,"4:59,49",299490,valid,"1 Torres, Sergio 32 Lozada Swim Team 4:50,00 4:59,49"
2,49,1,men 30-34 400 LC Meter freestyle,"Torres, Giovanni",30,1996,Goura Swim Team,2,"4:58,00",298000,"4:59,62",299620,valid,"2 Torres, Giovanni 30 Goura Swim Team 4:58,00 4:59,62"
2,50,1,men 30-34 400 LC Meter freestyle,"Segovia, Pedro",32,1994,Lozada Swim Team,3,"5:10,00",310000,"5:08,00",308000,valid,"3 Segovia, Pedro 32 Lozada Swim Team 5:10,00 5:08,00"
2,51,1,men 30-34 400 LC Meter freestyle,"Godoy, Ignacio",32,1994,Squadra Proswim,4,"5:45,00",345000,"5:09,02",309020,valid,"4 Godoy, Ignacio 32 Squadra Proswim 5:45,00 5:09,02"
3,5,1,men 30-34 400 LC Meter freestyle,"Pavez, Cristian",30,1996,Stadio Italiano,5,"5:30,00",330000,"5:19,77",319770,valid,"5 Pavez, Cristian 30 Stadio Italiano 5:30,00 5:19,77"
3,6,1,men 30-34 400 LC Meter freestyle,"Lobos, Martin",31,1995,Goura Swim Team,6,"5:00,00",300000,"5:25,15",325150,valid,"6 Lobos, Martin 31 Goura Swim Team 5:00,00 5:25,15"
3,7,1,men 30-34 400 LC Meter freestyle,"Barrientos, Damian",30,1996,Stadio Italiano,7,"5:45,00",345000,"5:43,75",343750,valid,"7 Barrientos, Damian 30 Stadio Italiano 5:45,00 5:43,75"
3,8,1,men 30-34 400 LC Meter freestyle,"Nava, Juan",30,1996,Nunoa Master,8,"5:25,00",325000,"5:49,99",349990,valid,"8 Nava, Juan 30 Nunoa Master 5:25,00 5:49,99"
3,9,1,men 30-34 400 LC Meter freestyle,"Morales, Nicolas",33,1993,Goura Swim Team,9,"5:00,00",300000,"6:00,01",360010,valid,"9 Morales, Nicolas 33 Goura Swim Team 5:00,00 6:00,01"
3,10,1,men 30-34 400 LC Meter freestyle,"Illanes, Cristopher",33,1993,Lozada Swim Team,10,"5:25,00",325000,"6:02,85",362850,valid,"10 Illanes, Cristopher 33 Lozada Swim Team 5:25,00 6:02,85"
3,11,1,men 30-34 400 LC Meter freestyle,"Swysen, Thibault",31,1995,Lozada Swim Team,11,"5:26,00",326000,"6:07,08",367080,valid,"11 Swysen, Thibault 31 Lozada Swim Team 5:26,00 6:07,08"
3,12,1,men 30-34 400 LC Meter freestyle,"Torres, Sergio",32,1994,Condrictios Team,12,"6:00,00",360000,"6:10,50",370500,valid,"12 Torres, Sergio 32 Condrictios Team 6:00,00 6:10,50"
3,13,1,men 30-34 400 LC Meter freestyle,"Perez, Jonathan",34,1992,Lozada Swim Team,13,"6:20,00",380000,"6:17,67",377670,valid,"13 Perez, Jonathan 34 Lozada Swim Team 6:20,00 6:17,67"
3,14,1,men 30-34 400 LC Meter freestyle,"Rabi, Isaac",34,1992,Goura Swim Team,14,"6:00,00",360000,"6:18,74",378740,valid,"14 Rabi, Isaac 34 Goura Swim Team 6:00,00 6:18,74"
3,15,1,men 30-34 400 LC Meter freestyle,"Gomez, Pablo",34,1992,Goura Swim Team,15,"6:00,00",360000,"6:27,16",387160,valid,"15 Gomez, Pablo 34 Goura Swim Team 6:00,00 6:27,16"
3,16,1,men 30-34 400 LC Meter freestyle,"Bone, Cristobal",31,1995,Golden,16,"7:00,00",420000,"6:40,81",400810,valid,"16 Bone, Cristobal 31 Golden 7:00,00 6:40,81"
3,17,1,men 30-34 400 LC Meter freestyle,"Sayago, Alexis",33,1993,Nunoa Master,17,"7:20,10",440100,"6:48,71",408710,valid,"17 Sayago, Alexis 33 Nunoa Master 7:20,10 6:48,71"
3,18,1,men 30-34 400 LC Meter freestyle,"Zambrano, Henry",34,1992,Aguila Natacion,18,"8:00,00",480000,"6:50,02",410020,valid,"18 Zambrano, Henry 34 Aguila Natacion 8:00,00 6:50,02"
3,19,1,men 30-34 400 LC Meter freestyle,"Poncelion, Erickson",33,1993,Lozada Swim Team,19,"7:00,90",420900,"7:48,38",468380,valid,"19 Poncelion, Erickson 33 Lozada Swim Team 7:00,90 7:48,38"
3,20,1,men 30-34 400 LC Meter freestyle,"Pineda, Miguel",30,1996,Orinoco Swim Team,20,"6:41,00",401000,"8:01,95",481950,valid,"20 Pineda, Miguel 30 Orinoco Swim Team 6:41,00 8:01,95"
3,21,1,men 30-34 400 LC Meter freestyle,"Salvador, Camilo",31,1995,Stadio Italiano,21,"6:00,00",360000,"8:49,58",529580,valid,"21 Salvador, Camilo 31 Stadio Italiano 6:00,00 8:49,58"
3,23,1,men 35-39 400 LC Meter freestyle,"Contreras, Freddy",38,1988,Lozada Swim Team,1,"4:49,00",289000,"4:46,15",286150,valid,"1 Contreras, Freddy 38 Lozada Swim Team 4:49,00 4:46,15"
3,24,1,men 35-39 400 LC Meter freestyle,"Huerta, Francisco",39,1987,Estadio Espanñol,2,"4:47,00",287000,"4:50,14",290140,valid,"2 Huerta, Francisco 39 Estadio Espanñol 4:47,00 4:50,14"
3,25,1,men 35-39 400 LC Meter freestyle,"Polo, David",37,1989,Lozada Swim Team,3,"5:55,00",355000,"5:48,88",348880,valid,"3 Polo, David 37 Lozada Swim Team 5:55,00 5:48,88"
3,26,1,men 35-39 400 LC Meter freestyle,"Camiroaga, Jose",35,1991,Master U de Chile,4,"6:10,00",370000,"5:59,41",359410,valid,"4 Camiroaga, Jose 35 Master U de Chile 6:10,00 5:59,41"
3,27,1,men 35-39 400 LC Meter freestyle,"Rivera, Camilo",36,1990,Goura Swim Team,5,"6:00,00",360000,"6:32,03",392030,valid,"5 Rivera, Camilo 36 Goura Swim Team 6:00,00 6:32,03"
3,28,1,men 35-39 400 LC Meter freestyle,"Burgos, Cristian",36,1990,Goura Swim Team,6,"7:00,00",420000,"6:35,88",395880,valid,"6 Burgos, Cristian 36 Goura Swim Team 7:00,00 6:35,88"
3,29,1,men 35-39 400 LC Meter freestyle,"Pinña, Manuel",36,1990,Stadio Italiano,7,"6:30,00",390000,"6:41,97",401970,valid,"7 Pinña, Manuel 36 Stadio Italiano 6:30,00 6:41,97"
3,30,1,men 35-39 400 LC Meter freestyle,"Faundez, Cristobal",35,1991,Ironswim Master,8,"6:30,00",390000,"6:49,77",409770,valid,"8 Faundez, Cristobal 35 Ironswim Master 6:30,00 6:49,77"
3,31,1,men 35-39 400 LC Meter freestyle,"Le Cerf, Patricio",36,1990,Orinoco Swim Team,9,"7:33,29",453290,"7:48,43",468430,valid,"9 Le Cerf, Patricio 36 Orinoco Swim Team 7:33,29 7:48,43"
3,33,1,men 40-44 400 LC Meter freestyle,"Montero, Francisco",40,1986,Estadio Espanñol,1,"4:55,90",295900,"5:02,47",302470,valid,"1 Montero, Francisco 40 Estadio Espanñol 4:55,90 5:02,47"
3,34,1,men 40-44 400 LC Meter freestyle,"Parra, Luis",43,1983,Lozada Swim Team,2,"5:15,00",315000,"5:22,07",322070,valid,"2 Parra, Luis 43 Lozada Swim Team 5:15,00 5:22,07"
3,35,1,men 40-44 400 LC Meter freestyle,"Donoso, Ignacio",40,1986,Squadra Proswim,3,"6:30,00",390000,"5:30,32",330320,valid,"3 Donoso, Ignacio 40 Squadra Proswim 6:30,00 5:30,32"
3,36,1,men 40-44 400 LC Meter freestyle,"Calvo, Cristobal",40,1986,Squadra Proswim,4,"5:45,00",345000,"6:03,33",363330,valid,"4 Calvo, Cristobal 40 Squadra Proswim 5:45,00 6:03,33"
3,37,1,men 40-44 400 LC Meter freestyle,"Cardenas, Dario",41,1985,Goura Swim Team,5,"5:57,67",357670,"6:12,68",372680,valid,"5 Cardenas, Dario 41 Goura Swim Team 5:57,67 6:12,68"
3,38,1,men 40-44 400 LC Meter freestyle,"Fabres, Nicolas",42,1984,Squadra Proswim,6,"6:10,00",370000,"6:13,32",373320,valid,"6 Fabres, Nicolas 42 Squadra Proswim 6:10,00 6:13,32"
3,39,1,men 40-44 400 LC Meter freestyle,"Velasco, Alejandro",44,1982,Lozada Swim Team,7,"6:40,00",400000,"6:28,96",388960,valid,"7 Velasco, Alejandro 44 Lozada Swim Team 6:40,00 6:28,96"
3,40,1,men 40-44 400 LC Meter freestyle,"Baeza, Matias",40,1986,Delfines de las Condes,8,"6:38,26",398260,"6:55,44",415440,valid,"8 Baeza, Matias 40 Delfines de las Condes 6:38,26 6:55,44"
3,41,1,men 40-44 400 LC Meter freestyle,"Bevensee, Gunther",43,1983,Stadio Italiano,9,"6:45,00",405000,"7:04,14",424140,valid,"9 Bevensee, Gunther 43 Stadio Italiano 6:45,00 7:04,14"
3,42,1,men 40-44 400 LC Meter freestyle,"Pincheira, Nathan",42,1984,Squadra Proswim,10,"6:50,00",410000,"7:14,81",434810,valid,"10 Pincheira, Nathan 42 Squadra Proswim 6:50,00 7:14,81"
3,43,1,men 40-44 400 LC Meter freestyle,"Salah, Yamil",41,1985,Nunoa Master,11,"8:49,50",529500,"8:58,82",538820,valid,"11 Salah, Yamil 41 Nunoa Master 8:49,50 8:58,82"
3,44,1,men 40-44 400 LC Meter freestyle,"Santibanñez, Roberto",42,1984,Natacion Master Recoleta,12,"7:38,00",458000,"9:22,26",562260,valid,"12 Santibanñez, Roberto 42 Natacion Master Recoleta 7:38,00 9:22,26"
3,46,1,men 45-49 400 LC Meter freestyle,"Gonzalez, Ciro",48,1978,Cien por Ciento Swim,1,"5:55,00",355000,"5:33,31",333310,valid,"1 Gonzalez, Ciro 48 Cien por Ciento Swim 5:55,00 5:33,31"
3,47,1,men 45-49 400 LC Meter freestyle,"Reggio, Franklyn",49,1977,Master U de Chile,2,"6:10,00",370000,"6:11,74",371740,valid,"2 Reggio, Franklyn 49 Master U de Chile 6:10,00 6:11,74"
